leaid,leaname,BLP,BLPPer,HSP,HSPPer,MFI,grade,Region,gapblk_ela,gapseblk_ela,gaphsp_ela,gapsehsp_ela,gapblk_math,gapseblk_math,gaphsp_math,gapsehsp_math,racepercent_ela,racepercent_math,fipst
3700930,CLINTON CITY SCHOOLS,5313,32.8,2343,14.4,43438,4,4,1.0442487,0.17309678,0.91720623,0.21182455,1.3432597,0.19055972,0.93807912,0.24010758,0.97211158,0.97211158,37
3700930,CLINTON CITY SCHOOLS,5313,32.8,2343,14.4,43438,5,4,1.0806932,0.17921989,0.9075039,0.22385491,0.91556251,0.17801569,0.57407671,0.21318664,0.96536797,0.96536797,37
3700930,CLINTON CITY SCHOOLS,5313,32.8,2343,14.4,43438,6,4,0.72382504,0.17159607,,,0.76170164,0.17774932,,,0.95909089,0.95909089,37
3700930,CLINTON CITY SCHOOLS,5313,32.8,2343,14.4,43438,7,4,0.83995706,0.17472295,0.8489936,0.25059089,0.73787236,0.18027288,0.52348208,0.2429363,0.98104268,0.98122066,37
3700930,CLINTON CITY SCHOOLS,5313,32.8,2343,14.4,43438,8,4,0.93027848,0.17867237,0.61532712,0.24184765,1.026154,0.18320906,0.58393896,0.25042906,0.97844827,0.97844827,37
3700960,COLUMBUS COUNTY SCHOOLS,11023,28.3,1447,3.7,41834,3,4,0.76552969,0.10747373,0.50493324,0.18763967,0.72251487,0.10989812,0.31230295,0.18954089,0.98311442,0.98311442,37
3700960,COLUMBUS COUNTY SCHOOLS,11023,28.3,1447,3.7,41834,4,4,0.57333016,0.10344829,0.82929456,0.17840362,0.58751959,0.1076223,0.56416357,0.17986163,0.98909092,0.98909092,37
3700960,COLUMBUS COUNTY SCHOOLS,11023,28.3,1447,3.7,41834,5,4,0.70161247,0.11222907,0.72176439,0.18645503,0.75583136,0.11230486,0.4589445,0.17095397,0.98245615,0.98245615,37
3700960,COLUMBUS COUNTY SCHOOLS,11023,28.3,1447,3.7,41834,6,4,0.63256103,0.11396739,0.42119402,0.19117868,0.57372993,0.11731461,0.32087606,0.21047978,0.97925311,0.97925311,37
3700960,COLUMBUS COUNTY SCHOOLS,11023,28.3,1447,3.7,41834,7,4,0.55859762,0.10166922,0.6766907,0.18705572,0.52032763,0.10698178,0.34949222,0.22125596,0.97378278,0.97378278,37
3700960,COLUMBUS COUNTY SCHOOLS,11023,28.3,1447,3.7,41834,8,4,0.40725368,0.10436558,0.75266033,0.22447081,0.54656464,0.10692818,0.44166514,0.2236858,0.99053031,0.99053031,37
3701080,CURRITUCK COUNTY SCHOOLS,1704,7.2,513,2.2,66374,3,1,0.6268158,0.20386666,,,0.841111,0.22987927,,,0.96153843,0.96153843,37
3701080,CURRITUCK COUNTY SCHOOLS,1704,7.2,513,2.2,66374,4,1,0.59062135,0.25226659,,,0.71372885,0.26119101,,,0.94328356,0.94328356,37
3701080,CURRITUCK COUNTY SCHOOLS,1704,7.2,513,2.2,66374,5,1,0.5883112,0.24595484,,,0.42769924,0.25170529,,,0.97411001,0.97411001,37
3701080,CURRITUCK COUNTY SCHOOLS,1704,7.2,513,2.2,66374,7,1,0.59110904,0.23930171,,,0.34810692,0.23733576,,,0.96894407,0.96894407,37
3701110,DARE COUNTY SCHOOLS,1245,3.7,1178,3.5,66265,3,1,,,0.62329578,0.20938005,,,0.3413606,0.20395772,0.95041323,0.95041323,37
3701110,DARE COUNTY SCHOOLS,1245,3.7,1178,3.5,66265,4,1,,,1.2037088,0.20284081,,,0.6638695,0.23947182,0.9511494,0.95128942,37
3701110,DARE COUNTY SCHOOLS,1245,3.7,1178,3.5,66265,5,1,,,0.95267689,0.24405746,,,0.621373,0.23651214,0.97619045,0.97626114,37
3701110,DARE COUNTY SCHOOLS,1245,3.7,1178,3.5,66265,6,1,,,0.99317199,0.20240399,,,0.72558939,0.20590641,0.9755435,0.97560978,37
3701110,DARE COUNTY SCHOOLS,1245,3.7,1178,3.5,66265,7,1,,,0.5512197,0.20994982,,,0.56450242,0.24433361,0.97027028,0.97027028,37
3701110,DARE COUNTY SCHOOLS,1245,3.7,1178,3.5,66265,8,1,,,1.0236328,0.23890442,,,0.24790011,0.23348458,0.9839142,0.98395723,37
3701140,DAVIDSON COUNTY SCHOOLS,3817,3.5,2068,1.9,58646,3,5,0.35436541,0.17061467,0.6638754,0.13132499,0.31488037,0.18073396,0.47519162,0.13330351,0.97423315,0.97426468,37
3701140,DAVIDSON COUNTY SCHOOLS,3817,3.5,2068,1.9,58646,4,5,0.72730577,0.19734789,0.48251328,0.14049393,0.67579561,0.20325089,0.27174774,0.15311024,0.97113532,0.97113532,37
3701140,DAVIDSON COUNTY SCHOOLS,3817,3.5,2068,1.9,58646,5,5,0.64827991,0.15363316,0.35486305,0.12677167,0.61440182,0.15649156,0.38646251,0.13081907,0.98275864,0.98274797,37
3701140,DAVIDSON COUNTY SCHOOLS,3817,3.5,2068,1.9,58646,6,5,0.52798152,0.17565243,0.30885917,0.13032977,0.6810686,0.18105233,0.27116936,0.13902201,0.98218828,0.98218828,37
3701140,DAVIDSON COUNTY SCHOOLS,3817,3.5,2068,1.9,58646,7,5,0.41349083,0.1652478,0.53969038,0.11851142,0.55568856,0.16293678,0.28206679,0.13138293,0.98515773,0.98516685,37
3701140,DAVIDSON COUNTY SCHOOLS,3817,3.5,2068,1.9,58646,8,5,0.72057706,0.15894297,0.29141495,0.15091449,0.57515693,0.15419327,0.16671653,0.14726956,0.98954248,0.98954934,37
3701170,DAVIE COUNTY SCHOOLS,2841,7.1,2495,6.2,61343,3,5,0.67081577,0.23071924,0.87959951,0.14569849,0.87177259,0.23517387,0.88053423,0.17127846,0.95938104,0.95961541,37
3701170,DAVIE COUNTY SCHOOLS,2841,7.1,2495,6.2,61343,4,5,0.78289771,0.19781616,0.8178038,0.1753633,1.0170012,0.2365448,0.65579909,0.18361786,0.94455069,0.94455069,37
3701170,DAVIE COUNTY SCHOOLS,2841,7.1,2495,6.2,61343,5,5,0.15574363,0.22150667,0.71788096,0.17224987,0.75115156,0.21932471,0.38652337,0.17297828,0.95344508,0.95361781,37
3701170,DAVIE COUNTY SCHOOLS,2841,7.1,2495,6.2,61343,6,5,1.3331555,0.23354794,0.98780513,0.17460757,,,0.8644653,0.18946394,0.9612245,0.96130347,37
3701170,DAVIE COUNTY SCHOOLS,2841,7.1,2495,6.2,61343,7,5,0.48909017,0.18333705,0.82940465,0.1531956,0.25892958,0.20126721,0.8274315,0.16752852,0.959144,0.959144,37
3701170,DAVIE COUNTY SCHOOLS,2841,7.1,2495,6.2,61343,8,5,0.66902035,0.18462756,0.57370335,0.16613656,0.78352118,0.17694575,0.34003091,0.16074423,0.971223,0.971223,37
3701200,DUPLIN COUNTY SCHOOLS,13424,25.6,10734,20.5,41413,3,2,0.68869084,0.10426805,0.85735703,0.09911412,0.7936613,0.11134623,0.50403225,0.1016914,0.97018969,0.97023004,37
3701200,DUPLIN COUNTY SCHOOLS,13424,25.6,10734,20.5,41413,4,2,0.73967129,0.10829904,0.51126605,0.099037252,0.77735293,0.11399522,0.32563734,0.10169543,0.96974063,0.9697842,37
3701200,DUPLIN COUNTY SCHOOLS,13424,25.6,10734,20.5,41413,5,2,0.89048672,0.10746729,0.67205596,0.099375866,0.77714205,0.10956936,0.34779739,0.099739045,0.97390109,0.97393692,37
3701200,DUPLIN COUNTY SCHOOLS,13424,25.6,10734,20.5,41413,6,2,0.71001971,0.10362978,0.56583858,0.10271385,0.6335032,0.10594168,0.27749631,0.10313974,0.97822934,0.97826087,37
3701200,DUPLIN COUNTY SCHOOLS,13424,25.6,10734,20.5,41413,7,2,0.59288818,0.10513934,0.66328794,0.10791635,0.71583188,0.1135084,0.40588814,0.11433773,0.98073834,0.98073834,37
3701200,DUPLIN COUNTY SCHOOLS,13424,25.6,10734,20.5,41413,8,2,0.79712385,0.11616181,0.73671544,0.11628744,0.57914948,0.10965299,0.35346362,0.11032051,0.97389889,0.97394139,37
3701260,DURHAM PUBLIC SCHOOLS,92959,36.3,28999,11.3,61607,3,3,1.0898796,0.059883263,1.2103469,0.070104122,1.1353921,0.060980104,1.0006711,0.070761025,0.95988935,0.95999998,37
3701260,DURHAM PUBLIC SCHOOLS,92959,36.3,28999,11.3,61607,4,3,1.1288236,0.061030306,1.2508994,0.073206209,1.0722853,0.059017666,0.92634535,0.069860011,0.96440744,0.96251822,37
3701260,DURHAM PUBLIC SCHOOLS,92959,36.3,28999,11.3,61607,5,3,1.0678123,0.064622886,1.2536913,0.081038147,0.9191016,0.059324324,0.79343796,0.07371106,0.96430022,0.96500778,37
3701260,DURHAM PUBLIC SCHOOLS,92959,36.3,28999,11.3,61607,6,3,0.98991728,0.068071052,1.0009744,0.081312738,1.0168253,0.063861489,0.86385393,0.077503458,0.95551896,0.9550159,37
3701260,DURHAM PUBLIC SCHOOLS,92959,36.3,28999,11.3,61607,7,3,1.0764792,0.063482016,1.2424123,0.082157023,1.0605432,0.062493805,1.1228759,0.080942638,0.9680568,0.96733135,37
3701260,DURHAM PUBLIC SCHOOLS,92959,36.3,28999,11.3,61607,8,3,1.1747919,0.06885992,1.3304483,0.088691667,1.0954251,0.064529859,1.0470427,0.081540667,0.96519411,0.96616054,37
3701320,EDGECOMBE COUNTY SCHOOLS,18911,45.7,2138,5.2,44874,3,3,0.69785672,0.10164999,0.69902563,0.16686027,0.69104946,0.10435639,0.47830281,0.17850102,0.97959185,0.97959185,37
3701320,EDGECOMBE COUNTY SCHOOLS,18911,45.7,2138,5.2,44874,4,3,0.53619754,0.10741647,0.50939977,0.17430525,0.53910822,0.10755561,0.15546018,0.18348667,0.98255813,0.98255813,37
3701320,EDGECOMBE COUNTY SCHOOLS,18911,45.7,2138,5.2,44874,5,3,0.72086948,0.10579148,0.66924816,0.20614815,0.70645165,0.10882473,0.45016393,0.20988278,0.99232244,0.99232244,37
3701320,EDGECOMBE COUNTY SCHOOLS,18911,45.7,2138,5.2,44874,6,3,0.68674207,0.10499103,0.46272433,0.23990309,0.65711188,0.10486502,0.10637223,0.25009692,0.98676747,0.98676747,37
3701320,EDGECOMBE COUNTY SCHOOLS,18911,45.7,2138,5.2,44874,7,3,0.61327821,0.10080275,0.37127125,0.1874283,0.51469958,0.10456552,0.096019506,0.19302902,0.98754448,0.98756659,37
3701320,EDGECOMBE COUNTY SCHOOLS,18911,45.7,2138,5.2,44874,8,3,0.84718341,0.11758165,,,0.70634538,0.11512697,,,0.99191922,0.99191922,37
3701380,ELKIN CITY SCHOOLS,196,2.8,891,12.8,49718,7,5,,,0.43334174,0.28733221,,,0.25498867,0.26651967,1,1,37
3701500,FORSYTH COUNTY SCHOOLS,86611,25,34632,10,60637,3,5,0.97029293,0.040786441,1.2119353,0.047312971,0.99105412,0.042780146,0.87340891,0.047826402,0.95317495,0.95320702,37
3701500,FORSYTH COUNTY SCHOOLS,86611,25,34632,10,60637,4,5,0.98534471,0.040912949,0.98964804,0.046949685,0.98186892,0.04233845,0.79800469,0.048008159,0.95785713,0.95787722,37
3701500,FORSYTH COUNTY SCHOOLS,86611,25,34632,10,60637,5,5,0.99693716,0.043199006,1.1302629,0.054523963,0.9833141,0.043855164,0.92210519,0.053431079,0.95525002,0.95528352,37
3701500,FORSYTH COUNTY SCHOOLS,86611,25,34632,10,60637,6,5,1.0030509,0.042167574,1.0802701,0.051961936,0.96445841,0.042279609,0.88664502,0.051315315,0.95919394,0.95923501,37
3701500,FORSYTH COUNTY SCHOOLS,86611,25,34632,10,60637,7,5,1.0068804,0.042232197,1.0372113,0.053322934,1.0017892,0.04407727,0.90556782,0.054009691,0.95821214,0.95798099,37
3701500,FORSYTH COUNTY SCHOOLS,86611,25,34632,10,60637,8,5,0.93441325,0.042657599,0.97057986,0.055768412,0.86075687,0.0418883,0.77516687,0.05327316,0.96284986,0.96285933,37
3701530,FRANKLIN COUNTY SCHOOLS,15161,26.5,3987,7,51318,3,3,0.80117846,0.097376823,0.66399932,0.14393291,0.70023137,0.099930972,0.64534754,0.14450563,0.96515149,0.96520424,37
3701530,FRANKLIN COUNTY SCHOOLS,15161,26.5,3987,7,51318,4,3,0.7782377,0.10057414,0.62693429,0.13824068,0.88266993,0.1081763,0.38900408,0.14782861,0.96601939,0.96601939,37
3701530,FRANKLIN COUNTY SCHOOLS,15161,26.5,3987,7,51318,5,3,0.51088643,0.10147528,0.87778163,0.13754098,0.52457416,0.10255173,0.57851112,0.1399882,0.96335876,0.96335876,37
3701530,FRANKLIN COUNTY SCHOOLS,15161,26.5,3987,7,51318,6,3,0.72623414,0.094350614,0.79959494,0.1465345,0.81331831,0.098252967,0.54750365,0.15663873,0.97201765,0.97193503,37
3701530,FRANKLIN COUNTY SCHOOLS,15161,26.5,3987,7,51318,7,3,0.61539459,0.098608434,0.33318138,0.14794225,0.52472579,0.10312532,0.13967544,0.15829886,0.97635138,0.97635138,37
3701530,FRANKLIN COUNTY SCHOOLS,15161,26.5,3987,7,51318,8,3,0.84401286,0.10022617,0.85822874,0.1511817,0.56254858,0.096237622,0.43755707,0.13710268,0.97473997,0.97470236,37
3701620,GASTON COUNTY SCHOOLS,28339,14,10944,5.4,52452,3,6,0.87905014,0.055168327,0.84394109,0.077109277,0.90567982,0.057729535,0.62912685,0.080753453,0.96860641,0.96861845,37
3701620,GASTON COUNTY SCHOOLS,28339,14,10944,5.4,52452,4,6,0.70448732,0.052958693,0.34344861,0.085039146,0.67586291,0.055380132,0.27188104,0.086839795,0.9666149,0.9666149,37
3701620,GASTON COUNTY SCHOOLS,28339,14,10944,5.4,52452,5,6,0.75016052,0.055322006,0.53129286,0.081608132,0.8121224,0.056152172,0.51161027,0.082678735,0.97511846,0.97509879,37
3701620,GASTON COUNTY SCHOOLS,28339,14,10944,5.4,52452,6,6,0.6907379,0.056918059,0.54068589,0.087374352,0.72139478,0.05682629,0.34881714,0.086916603,0.9736734,0.9736734,37
3701620,GASTON COUNTY SCHOOLS,28339,14,10944,5.4,52452,7,6,0.60734069,0.052934889,0.50350416,0.087175876,0.60459369,0.055551246,0.39160755,0.0898339,0.98272401,0.98273093,37
3701620,GASTON COUNTY SCHOOLS,28339,14,10944,5.4,52452,8,6,0.6823265,0.058142472,0.27196339,0.092662022,0.67076498,0.056530926,0.062729664,0.093789458,0.97881013,0.97884458,37
3701680,GATES COUNTY SCHOOLS,4145,35.9,131,1.1,56703,3,1,0.43779075,0.2015525,,,0.68027264,0.21505761,,,0.95522386,0.95522386,37
3701680,GATES COUNTY SCHOOLS,4145,35.9,131,1.1,56703,4,1,0.94902831,0.19501881,,,0.99312723,0.20847571,,,0.97972971,0.97972971,37
3701680,GATES COUNTY SCHOOLS,4145,35.9,131,1.1,56703,5,1,0.72660655,0.19820514,,,0.71147668,0.21560313,,,0.97452229,0.97452229,37
3701680,GATES COUNTY SCHOOLS,4145,35.9,131,1.1,56703,6,1,0.56074816,0.20928724,,,0.38728192,0.21239483,,,0.92805755,0.92805755,37
3701680,GATES COUNTY SCHOOLS,4145,35.9,131,1.1,56703,7,1,0.61064678,0.18530579,,,0.40023333,0.1897649,,,0.9868421,0.9868421,37
3701680,GATES COUNTY SCHOOLS,4145,35.9,131,1.1,56703,8,1,1.2323461,0.23371325,,,0.35893092,0.20713089,,,0.97794116,0.97794116,37
3701800,GRANVILLE COUNTY SCHOOLS,18418,33.1,3608,6.5,56493,3,3,0.61307293,0.099502146,0.75681567,0.13679557,0.70164692,0.10477564,0.7039476,0.14228055,0.95826894,0.95826894,37
3701800,GRANVILLE COUNTY SCHOOLS,18418,33.1,3608,6.5,56493,4,3,0.61427993,0.092799142,0.77852887,0.17966102,0.67052644,0.093595415,0.7618959,0.15723972,0.96947676,0.96943229,37
3701800,GRANVILLE COUNTY SCHOOLS,18418,33.1,3608,6.5,56493,5,3,0.73395199,0.097519077,0.3839874,0.15724503,0.83725035,0.099888615,0.40759766,0.15667188,0.97515529,0.97515529,37
3701800,GRANVILLE COUNTY SCHOOLS,18418,33.1,3608,6.5,56493,6,3,0.57886332,0.094226591,0.293239,0.16092534,0.77394581,0.097504064,0.2625511,0.17048194,0.97325408,0.97325408,37
3701800,GRANVILLE COUNTY SCHOOLS,18418,33.1,3608,6.5,56493,7,3,0.88862181,0.091853842,0.49884996,0.14804623,0.75442308,0.095413193,0.67993319,0.16083978,0.96486092,0.96480936,37
3701800,GRANVILLE COUNTY SCHOOLS,18418,33.1,3608,6.5,56493,8,3,0.68289804,0.09551087,0.91370928,0.15868658,0.56846446,0.097074747,0.71640944,0.16894092,0.98151004,0.98151004,37
3701830,GREENE COUNTY SCHOOLS,7817,38.3,2492,12.2,44975,3,2,1.0774499,0.16306585,0.86165446,0.17792924,0.9276762,0.17401326,0.45152918,0.17997977,0.98916966,0.98920864,37
3701830,GREENE COUNTY SCHOOLS,7817,38.3,2492,12.2,44975,4,2,0.64640915,0.16058433,0.39738077,0.18339729,0.48796996,0.1636724,0.33350611,0.20298159,0.97802198,0.97802198,37
3701830,GREENE COUNTY SCHOOLS,7817,38.3,2492,12.2,44975,5,2,1.0034269,0.16984983,0.93573493,0.20716532,1.0267929,0.19114861,0.37101948,0.19460832,0.97802198,0.97810221,37
3701830,GREENE COUNTY SCHOOLS,7817,38.3,2492,12.2,44975,6,2,0.61113209,0.16158943,0.82905698,0.1981536,0.96552509,0.1764719,0.66336679,0.2021924,0.95686275,0.95703125,37
3701830,GREENE COUNTY SCHOOLS,7817,38.3,2492,12.2,44975,7,2,0.89351916,0.16898143,0.68209183,0.19819659,0.77683598,0.16813713,0.25834388,0.20119077,0.98837209,0.98841697,37
3701830,GREENE COUNTY SCHOOLS,7817,38.3,2492,12.2,44975,8,2,1.1792409,0.17826889,1.4114658,0.23686612,0.92509061,0.18579233,0.77340013,0.21571183,0.97816592,0.97816592,37
3701920,GUILFORD COUNTY SCHOOLS,142156,30.6,27592,5.9,59830,3,5,0.98470241,0.034110155,0.99650985,0.054334082,0.980371,0.035096873,0.76878923,0.052902479,0.9423883,0.94236463,37
3701920,GUILFORD COUNTY SCHOOLS,142156,30.6,27592,5.9,59830,4,5,0.93559366,0.034440424,0.89533097,0.056761704,1.0164462,0.036014263,0.74279767,0.056239374,0.93958634,0.93979388,37
3701920,GUILFORD COUNTY SCHOOLS,142156,30.6,27592,5.9,59830,5,5,0.9212746,0.034633335,1.0212463,0.056567885,0.97066069,0.035038065,0.81029654,0.055455428,0.95026737,0.95038235,37
3701920,GUILFORD COUNTY SCHOOLS,142156,30.6,27592,5.9,59830,6,5,0.9317463,0.03521299,0.85405755,0.058686431,0.96506971,0.036019262,0.59824097,0.059224688,0.9481343,0.94825017,37
3701920,GUILFORD COUNTY SCHOOLS,142156,30.6,27592,5.9,59830,7,5,0.95281851,0.03456622,0.94771731,0.059643824,0.94656843,0.03569762,0.75569808,0.061841287,0.95679939,0.95690465,37
3701920,GUILFORD COUNTY SCHOOLS,142156,30.6,27592,5.9,59830,8,5,0.9932555,0.035578035,0.86403567,0.062894262,0.92827207,0.035402782,0.65264153,0.059043441,0.95638573,0.95654565,37
3702010,HARNETT COUNTY SCHOOLS,23230,21.3,9171,8.4,52319,3,3,0.67071772,0.070643149,0.66890538,0.088946171,0.7965157,0.074996263,0.52611405,0.0879196,0.92639774,0.92644978,37
3702010,HARNETT COUNTY SCHOOLS,23230,21.3,9171,8.4,52319,4,3,0.77963752,0.069913805,0.66636342,0.089556605,0.79537964,0.073492117,0.47295126,0.094633721,0.94989109,0.94992745,37
3702010,HARNETT COUNTY SCHOOLS,23230,21.3,9171,8.4,52319,5,3,0.74706125,0.072676398,0.73211145,0.094494708,0.860439,0.075672157,0.45343789,0.093314141,0.9340502,0.93347639,37
3702010,HARNETT COUNTY SCHOOLS,23230,21.3,9171,8.4,52319,6,3,0.79083914,0.073025867,0.54610556,0.090783611,0.90579242,0.075125046,0.54205722,0.09134838,0.94448447,0.94452447,37
3702010,HARNETT COUNTY SCHOOLS,23230,21.3,9171,8.4,52319,7,3,0.76892149,0.070009537,0.4993411,0.090222016,0.61670196,0.070823543,0.3493838,0.090772167,0.9450317,0.94507045,37
3702010,HARNETT COUNTY SCHOOLS,23230,21.3,9171,8.4,52319,8,3,0.78352892,0.071669355,0.66542614,0.099973574,0.77371067,0.071663648,0.55050111,0.099643074,0.95357406,0.95357406,37
3702040,HAYWOOD COUNTY SCHOOLS,680,1.2,1156,2,51473,3,8,,,0.52121723,0.18464887,,,0.27996254,0.19514434,0.97959185,0.97959185,37
3702040,HAYWOOD COUNTY SCHOOLS,680,1.2,1156,2,51473,4,8,,,0.81725198,0.22241919,,,0.43754953,0.23436746,0.97123522,0.97128379,37
3702040,HAYWOOD COUNTY SCHOOLS,680,1.2,1156,2,51473,5,8,,,0.55376399,0.2481212,,,0.42342567,0.25577977,0.97385621,0.97385621,37
3702040,HAYWOOD COUNTY SCHOOLS,680,1.2,1156,2,51473,6,8,,,0.34184083,0.22536062,,,0.08425241,0.25014663,0.9857651,0.9857651,37
3702100,HENDERSON COUNTY SCHOOLS,3153,3.1,8487,8.5,56550,3,8,0.73215836,0.16008972,0.88055938,0.088201396,0.88598043,0.16893847,0.69164944,0.089557789,0.95133591,0.95133591,37
3702100,HENDERSON COUNTY SCHOOLS,3153,3.1,8487,8.5,56550,4,8,0.87240565,0.16015741,0.99404603,0.098211639,0.75411248,0.17625748,0.54024589,0.10141546,0.93448943,0.9346782,37
3702100,HENDERSON COUNTY SCHOOLS,3153,3.1,8487,8.5,56550,5,8,0.59426075,0.17447315,0.77422351,0.10236233,0.79325372,0.17309347,0.43493512,0.10227672,0.93936479,0.93953937,37
3702100,HENDERSON COUNTY SCHOOLS,3153,3.1,8487,8.5,56550,6,8,0.63460129,0.23642579,0.87187868,0.11285736,0.41232485,0.22825173,0.57049829,0.11015556,0.94974875,0.94984955,37
3702100,HENDERSON COUNTY SCHOOLS,3153,3.1,8487,8.5,56550,7,8,0.81657016,0.18504897,0.73324209,0.10866311,0.38608333,0.19118419,0.55910218,0.10704529,0.95863497,0.95880538,37
3702100,HENDERSON COUNTY SCHOOLS,3153,3.1,8487,8.5,56550,8,8,0.55929887,0.19033544,0.91240126,0.12092562,0.59325802,0.17549908,0.36922285,0.11309487,0.95277208,0.95286888,37
3702160,HERTFORD COUNTY SCHOOLS,13839,59.4,478,2.1,38618,3,1,1.0846037,0.19863242,,,1.164842,0.2131827,,,0.97983873,0.97983873,37
3702160,HERTFORD COUNTY SCHOOLS,13839,59.4,478,2.1,38618,4,1,0.56493139,0.22309229,,,0.57522684,0.21289615,,,0.98245615,0.98245615,37
3702160,HERTFORD COUNTY SCHOOLS,13839,59.4,478,2.1,38618,5,1,0.330006,0.21503042,,,0.11266604,0.21240681,,,0.98557693,0.98557693,37
3702160,HERTFORD COUNTY SCHOOLS,13839,59.4,478,2.1,38618,6,1,0.84600103,0.22669879,,,0.53979331,0.21771356,,,1,1,37
3702160,HERTFORD COUNTY SCHOOLS,13839,59.4,478,2.1,38618,7,1,0.52796447,0.20025311,,,0.51007724,0.20553876,,,0.99583334,0.99583334,37
3702160,HERTFORD COUNTY SCHOOLS,13839,59.4,478,2.1,38618,8,1,0.94358444,0.20163956,,,0.5103724,0.19793038,,,0.98734176,0.98728812,37
3702190,HICKORY CITY SCHOOLS,4818,14.6,4429,13.4,48613,3,7,1.0515956,0.15517658,1.0798261,0.15915287,1.1633118,0.16828515,0.88245708,0.17135672,0.90956074,0.90979379,37
3702190,HICKORY CITY SCHOOLS,4818,14.6,4429,13.4,48613,4,7,1.4155309,0.17019802,1.1854177,0.17494473,1.3527118,0.17200662,0.90599942,0.16780593,0.93063581,0.93063581,37
3702190,HICKORY CITY SCHOOLS,4818,14.6,4429,13.4,48613,5,7,1.0336561,0.1665016,1.2933083,0.18952981,1.1013726,0.16692761,1.1230417,0.18440044,0.92024541,0.92024541,37
3702190,HICKORY CITY SCHOOLS,4818,14.6,4429,13.4,48613,6,7,0.9366734,0.16859806,1.0317713,0.18137559,1.1815069,0.1720479,0.84354651,0.17442574,0.93645483,0.93624163,37
3702190,HICKORY CITY SCHOOLS,4818,14.6,4429,13.4,48613,7,7,0.93673545,0.14822584,0.72941238,0.16302375,1.0196143,0.15766308,0.68465787,0.16009252,0.94492751,0.94492751,37
3702190,HICKORY CITY SCHOOLS,4818,14.6,4429,13.4,48613,8,7,1.2349863,0.1638315,0.90502441,0.17672336,1.1978506,0.15576418,0.88388765,0.16538094,0.9601227,0.95999998,37
3702250,HOKE COUNTY SCHOOLS,13837,32.6,4619,10.9,48367,3,4,0.66227919,0.10640634,0.73212856,0.14409424,0.63291305,0.1088928,0.50874048,0.14489262,0.95230997,0.95230997,37
3702250,HOKE COUNTY SCHOOLS,13837,32.6,4619,10.9,48367,4,4,0.5866248,0.10669893,0.39443198,0.14307629,0.66415942,0.11228558,0.26931718,0.15663242,0.95871562,0.95871562,37
3702250,HOKE COUNTY SCHOOLS,13837,32.6,4619,10.9,48367,5,4,0.50543392,0.11407246,0.6590094,0.15878268,0.67554772,0.12244339,0.58697158,0.16852993,0.95221239,0.95221239,37
3702250,HOKE COUNTY SCHOOLS,13837,32.6,4619,10.9,48367,6,4,0.66289127,0.1206489,0.50510818,0.16397618,0.55151767,0.1250073,0.39559266,0.16588278,0.96394688,0.96394688,37
3702250,HOKE COUNTY SCHOOLS,13837,32.6,4619,10.9,48367,7,4,0.55044484,0.12546185,0.76112103,0.15948845,0.79095459,0.13739264,0.69123811,0.17356485,0.95752895,0.95752895,37
3702250,HOKE COUNTY SCHOOLS,13837,32.6,4619,10.9,48367,8,4,0.71587288,0.12724213,0.79242355,0.1918752,0.61152762,0.12423087,0.53915071,0.18556809,0.95841211,0.95841211,37
3702310,IREDELL-STATESVILLE SCHOOLS,16062,12.1,7245,5.5,58050,3,6,1.0775788,0.075489551,1.0017569,0.089573532,1.1586217,0.081852332,0.7920658,0.094188288,0.96727675,0.96733111,37
3702310,IREDELL-STATESVILLE SCHOOLS,16062,12.1,7245,5.5,58050,4,6,0.83759004,0.076767668,0.69639975,0.096003205,0.81987232,0.079184636,0.44699135,0.098607197,0.97269028,0.97272199,37
3702310,IREDELL-STATESVILLE SCHOOLS,16062,12.1,7245,5.5,58050,5,6,0.96894556,0.084429763,0.82016474,0.093911774,0.93111318,0.087242328,0.5561673,0.094090171,0.97680998,0.97683614,37
3702310,IREDELL-STATESVILLE SCHOOLS,16062,12.1,7245,5.5,58050,6,6,1.036062,0.078540511,0.56950688,0.10043865,0.83523697,0.081803955,0.45956537,0.10241888,0.98143852,0.98144925,37
3702310,IREDELL-STATESVILLE SCHOOLS,16062,12.1,7245,5.5,58050,7,6,1.0296232,0.078382283,0.66675186,0.089200057,0.98466259,0.084547043,0.59180754,0.094356768,0.97459584,0.97461051,37
3702310,IREDELL-STATESVILLE SCHOOLS,16062,12.1,7245,5.5,58050,8,6,1.0506363,0.086143412,0.63147277,0.11470151,0.93831313,0.080895536,0.53265554,0.10740867,0.97587591,0.97587591,37
3702340,JACKSON COUNTY SCHOOLS,820,2.5,891,2.7,51250,4,8,,,0.44164386,0.24758208,,,0.26478881,0.22971493,0.99373043,0.99373043,37
3702370,JOHNSTON COUNTY SCHOOLS,24290,15.5,17017,10.8,58362,3,3,0.9786936,0.062720433,0.93458337,0.060474183,0.91902107,0.065267943,0.67934793,0.060885977,0.94966573,0.94883722,37
3702370,JOHNSTON COUNTY SCHOOLS,24290,15.5,17017,10.8,58362,4,3,0.7529242,0.063820243,0.75385857,0.061805852,0.73837453,0.066485174,0.5135181,0.063211739,0.95490509,0.95394224,37
3702370,JOHNSTON COUNTY SCHOOLS,24290,15.5,17017,10.8,58362,5,3,0.74507606,0.065371305,0.86652285,0.067358583,0.78265005,0.066167608,0.54581195,0.066178203,0.95803064,0.95773524,37
