leaid,leaname,BLPPer,HSPPer,MFI,grade,Region,gapblk_ela,gaphsp_ela,gapblk_math,gaphsp_math,racepercent_ela
3701800,GRANVILLE COUNTY SCHOOLS,33.1,6.5,56493,6,3,0.57886332,0.293239,0.77394581,0.2625511,0.97325408
3701800,GRANVILLE COUNTY SCHOOLS,33.1,6.5,56493,7,3,0.88862181,0.49884996,0.75442308,0.67993319,0.96486092
3701800,GRANVILLE COUNTY SCHOOLS,33.1,6.5,56493,8,3,0.68289804,0.91370928,0.56846446,0.71640944,0.98151004
3701830,GREENE COUNTY SCHOOLS,38.3,12.2,44975,3,2,1.0774499,0.86165446,0.9276762,0.45152918,0.98916966
3701830,GREENE COUNTY SCHOOLS,38.3,12.2,44975,4,2,0.64640915,0.39738077,0.48796996,0.33350611,0.97802198
3701830,GREENE COUNTY SCHOOLS,38.3,12.2,44975,5,2,1.0034269,0.93573493,1.0267929,0.37101948,0.97802198
3701830,GREENE COUNTY SCHOOLS,38.3,12.2,44975,6,2,0.61113209,0.82905698,0.96552509,0.66336679,0.95686275
3701830,GREENE COUNTY SCHOOLS,38.3,12.2,44975,7,2,0.89351916,0.68209183,0.77683598,0.25834388,0.98837209
3701830,GREENE COUNTY SCHOOLS,38.3,12.2,44975,8,2,1.1792409,1.4114658,0.92509061,0.77340013,0.97816592
3701920,GUILFORD COUNTY SCHOOLS,30.6,5.9,59830,3,5,0.98470241,0.99650985,0.980371,0.76878923,0.9423883
3701920,GUILFORD COUNTY SCHOOLS,30.6,5.9,59830,4,5,0.93559366,0.89533097,1.0164462,0.74279767,0.93958634
3701920,GUILFORD COUNTY SCHOOLS,30.6,5.9,59830,5,5,0.9212746,1.0212463,0.97066069,0.81029654,0.95026737
3701920,GUILFORD COUNTY SCHOOLS,30.6,5.9,59830,6,5,0.9317463,0.85405755,0.96506971,0.59824097,0.9481343
3701920,GUILFORD COUNTY SCHOOLS,30.6,5.9,59830,7,5,0.95281851,0.94771731,0.94656843,0.75569808,0.95679939
3701920,GUILFORD COUNTY SCHOOLS,30.6,5.9,59830,8,5,0.9932555,0.86403567,0.92827207,0.65264153,0.95638573
3702010,HARNETT COUNTY SCHOOLS,21.3,8.4,52319,3,3,0.67071772,0.66890538,0.7965157,0.52611405,0.92639774
3702010,HARNETT COUNTY SCHOOLS,21.3,8.4,52319,4,3,0.77963752,0.66636342,0.79537964,0.47295126,0.94989109
3702010,HARNETT COUNTY SCHOOLS,21.3,8.4,52319,5,3,0.74706125,0.73211145,0.860439,0.45343789,0.9340502
3702010,HARNETT COUNTY SCHOOLS,21.3,8.4,52319,6,3,0.79083914,0.54610556,0.90579242,0.54205722,0.94448447
3702010,HARNETT COUNTY SCHOOLS,21.3,8.4,52319,7,3,0.76892149,0.4993411,0.61670196,0.3493838,0.9450317
3702010,HARNETT COUNTY SCHOOLS,21.3,8.4,52319,8,3,0.78352892,0.66542614,0.77371067,0.55050111,0.95357406
3702040,HAYWOOD COUNTY SCHOOLS,1.2,2,51473,3,8,,0.52121723,,0.27996254,0.97959185
3702040,HAYWOOD COUNTY SCHOOLS,1.2,2,51473,4,8,,0.81725198,,0.43754953,0.97123522
3702040,HAYWOOD COUNTY SCHOOLS,1.2,2,51473,5,8,,0.55376399,,0.42342567,0.97385621
3702040,HAYWOOD COUNTY SCHOOLS,1.2,2,51473,6,8,,0.34184083,,0.08425241,0.9857651
3702100,HENDERSON COUNTY SCHOOLS,3.1,8.5,56550,3,8,0.73215836,0.88055938,0.88598043,0.69164944,0.95133591
3702100,HENDERSON COUNTY SCHOOLS,3.1,8.5,56550,4,8,0.87240565,0.99404603,0.75411248,0.54024589,0.93448943
3702100,HENDERSON COUNTY SCHOOLS,3.1,8.5,56550,5,8,0.59426075,0.77422351,0.79325372,0.43493512,0.93936479
3702100,HENDERSON COUNTY SCHOOLS,3.1,8.5,56550,6,8,0.63460129,0.87187868,0.41232485,0.57049829,0.94974875
3702100,HENDERSON COUNTY SCHOOLS,3.1,8.5,56550,7,8,0.81657016,0.73324209,0.38608333,0.55910218,0.95863497
3702100,HENDERSON COUNTY SCHOOLS,3.1,8.5,56550,8,8,0.55929887,0.91240126,0.59325802,0.36922285,0.95277208
3702160,HERTFORD COUNTY SCHOOLS,59.4,2.1,38618,3,1,1.0846037,,1.164842,,0.97983873
3702160,HERTFORD COUNTY SCHOOLS,59.4,2.1,38618,4,1,0.56493139,,0.57522684,,0.98245615
3702160,HERTFORD COUNTY SCHOOLS,59.4,2.1,38618,5,1,0.330006,,0.11266604,,0.98557693
3702160,HERTFORD COUNTY SCHOOLS,59.4,2.1,38618,6,1,0.84600103,,0.53979331,,1
3702160,HERTFORD COUNTY SCHOOLS,59.4,2.1,38618,7,1,0.52796447,,0.51007724,,0.99583334
3702160,HERTFORD COUNTY SCHOOLS,59.4,2.1,38618,8,1,0.94358444,,0.5103724,,0.98734176
3702190,HICKORY CITY SCHOOLS,14.6,13.4,48613,3,7,1.0515956,1.0798261,1.1633118,0.88245708,0.90956074
3702190,HICKORY CITY SCHOOLS,14.6,13.4,48613,4,7,1.4155309,1.1854177,1.3527118,0.90599942,0.93063581
3702190,HICKORY CITY SCHOOLS,14.6,13.4,48613,5,7,1.0336561,1.2933083,1.1013726,1.1230417,0.92024541
3702190,HICKORY CITY SCHOOLS,14.6,13.4,48613,6,7,0.9366734,1.0317713,1.1815069,0.84354651,0.93645483
3702190,HICKORY CITY SCHOOLS,14.6,13.4,48613,7,7,0.93673545,0.72941238,1.0196143,0.68465787,0.94492751
3702190,HICKORY CITY SCHOOLS,14.6,13.4,48613,8,7,1.2349863,0.90502441,1.1978506,0.88388765,0.9601227
3702250,HOKE COUNTY SCHOOLS,32.6,10.9,48367,3,4,0.66227919,0.73212856,0.63291305,0.50874048,0.95230997
3702250,HOKE COUNTY SCHOOLS,32.6,10.9,48367,4,4,0.5866248,0.39443198,0.66415942,0.26931718,0.95871562
3702250,HOKE COUNTY SCHOOLS,32.6,10.9,48367,5,4,0.50543392,0.6590094,0.67554772,0.58697158,0.95221239
3702250,HOKE COUNTY SCHOOLS,32.6,10.9,48367,6,4,0.66289127,0.50510818,0.55151767,0.39559266,0.96394688
3702250,HOKE COUNTY SCHOOLS,32.6,10.9,48367,7,4,0.55044484,0.76112103,0.79095459,0.69123811,0.95752895
3702250,HOKE COUNTY SCHOOLS,32.6,10.9,48367,8,4,0.71587288,0.79242355,0.61152762,0.53915071,0.95841211
3702310,IREDELL-STATESVILLE SCHOOLS,12.1,5.5,58050,3,6,1.0775788,1.0017569,1.1586217,0.7920658,0.96727675
3702310,IREDELL-STATESVILLE SCHOOLS,12.1,5.5,58050,4,6,0.83759004,0.69639975,0.81987232,0.44699135,0.97269028
3702310,IREDELL-STATESVILLE SCHOOLS,12.1,5.5,58050,5,6,0.96894556,0.82016474,0.93111318,0.5561673,0.97680998
3702310,IREDELL-STATESVILLE SCHOOLS,12.1,5.5,58050,6,6,1.036062,0.56950688,0.83523697,0.45956537,0.98143852
3702310,IREDELL-STATESVILLE SCHOOLS,12.1,5.5,58050,7,6,1.0296232,0.66675186,0.98466259,0.59180754,0.97459584
3702310,IREDELL-STATESVILLE SCHOOLS,12.1,5.5,58050,8,6,1.0506363,0.63147277,0.93831313,0.53265554,0.97587591
3702340,JACKSON COUNTY SCHOOLS,2.5,2.7,51250,4,8,,0.44164386,,0.26478881,0.99373043
3702370,JOHNSTON COUNTY SCHOOLS,15.5,10.8,58362,3,3,0.9786936,0.93458337,0.91902107,0.67934793,0.94966573
3702370,JOHNSTON COUNTY SCHOOLS,15.5,10.8,58362,4,3,0.7529242,0.75385857,0.73837453,0.5135181,0.95490509
3702370,JOHNSTON COUNTY SCHOOLS,15.5,10.8,58362,5,3,0.74507606,0.86652285,0.78265005,0.54581195,0.95803064
3702370,JOHNSTON COUNTY SCHOOLS,15.5,10.8,58362,6,3,0.80577838,0.80406076,0.86045843,0.62290347,0.95741057
3702370,JOHNSTON COUNTY SCHOOLS,15.5,10.8,58362,7,3,0.70981246,0.70243174,0.85283208,0.64359349,0.95842266
3702370,JOHNSTON COUNTY SCHOOLS,15.5,10.8,58362,8,3,0.81416869,0.67297292,0.80241758,0.55269039,0.97023296
3702400,JONES COUNTY SCHOOLS,33,3.9,44110,3,2,1.307489,,1.5678003,,0.97894734
3702400,JONES COUNTY SCHOOLS,33,3.9,44110,4,2,0.96628517,,0.44469506,,0.97894734
3702400,JONES COUNTY SCHOOLS,33,3.9,44110,5,2,0.17231028,,0.059604932,,0.95604396
3702400,JONES COUNTY SCHOOLS,33,3.9,44110,6,2,0.16944596,,0.44107896,,0.96808511
3702400,JONES COUNTY SCHOOLS,33,3.9,44110,7,2,0.34689444,,0.37948477,,0.9512195
3702400,JONES COUNTY SCHOOLS,33,3.9,44110,8,2,0.77690268,,0.40988591,,0.98795182
3702430,KANNAPOLIS CITY SCHOOLS,19.5,14.7,43279,3,6,0.6080389,0.75838786,0.71343547,0.36597037,0.94527364
3702430,KANNAPOLIS CITY SCHOOLS,19.5,14.7,43279,4,6,0.42683443,0.3202295,0.53154981,0.39132881,0.94117647
3702430,KANNAPOLIS CITY SCHOOLS,19.5,14.7,43279,5,6,0.51234883,0.57726979,0.53300136,0.20440304,0.9585492
3702430,KANNAPOLIS CITY SCHOOLS,19.5,14.7,43279,6,6,0.53097868,0.24935639,0.49335301,0.30987626,0.95396417
3702430,KANNAPOLIS CITY SCHOOLS,19.5,14.7,43279,7,6,0.65877205,0.77347618,0.75397903,0.51955366,0.95918369
3702430,KANNAPOLIS CITY SCHOOLS,19.5,14.7,43279,8,6,0.63541555,0.72051263,0.48748258,0.39222822,0.96428573
3702560,LEE COUNTY SCHOOLS,19.2,15.7,51261,3,3,0.91538256,0.82041079,0.75032049,0.43136722,0.94623655
3702560,LEE COUNTY SCHOOLS,19.2,15.7,51261,4,3,0.78022611,0.70903254,0.82806689,0.40764841,0.95436764
3702560,LEE COUNTY SCHOOLS,19.2,15.7,51261,5,3,0.88473505,0.74378663,0.7854706,0.36762679,0.97046411
3702560,LEE COUNTY SCHOOLS,19.2,15.7,51261,6,3,0.82108837,0.49833882,0.81454003,0.52196187,0.95500726
3702560,LEE COUNTY SCHOOLS,19.2,15.7,51261,7,3,0.72688758,0.73505199,0.80176497,0.6531077,0.95585996
3702560,LEE COUNTY SCHOOLS,19.2,15.7,51261,8,3,0.82847261,0.68191779,0.73997205,0.52398032,0.96680498
3702610,LENOIR COUNTY PUBLIC SCHOOLS,39.9,4.9,42230,3,2,0.96405357,0.80862534,1.017423,0.49093014,0.97336882
3702610,LENOIR COUNTY PUBLIC SCHOOLS,39.9,4.9,42230,4,2,0.86608118,0.61293608,1.0691912,0.49005631,0.98238993
3702610,LENOIR COUNTY PUBLIC SCHOOLS,39.9,4.9,42230,5,2,1.0232519,0.70976794,0.80261326,0.6044184,0.98775512
3702610,LENOIR COUNTY PUBLIC SCHOOLS,39.9,4.9,42230,6,2,0.77888829,0.54277432,1.029565,0.67274797,0.98211831
3702610,LENOIR COUNTY PUBLIC SCHOOLS,39.9,4.9,42230,7,2,1.0050241,0.55816191,0.96225047,0.26488933,0.97111416
3702610,LENOIR COUNTY PUBLIC SCHOOLS,39.9,4.9,42230,8,2,1.0388008,0.80367422,1.0266294,0.47934359,0.98482931
3702640,LEXINGTON CITY SCHOOLS,24.9,16.7,34089,3,5,0.75706851,0.60321176,0.78242934,0.043336399,0.92907804
3702640,LEXINGTON CITY SCHOOLS,24.9,16.7,34089,4,5,0.32634619,0.47538823,0.59380966,0.17706312,0.92660552
3702640,LEXINGTON CITY SCHOOLS,24.9,16.7,34089,5,5,0.35784745,0.4062629,0.57861328,0.19723511,0.93805307
3702640,LEXINGTON CITY SCHOOLS,24.9,16.7,34089,6,5,0.11723365,0.088036954,0.37063545,0.10769864,0.93170732
3702640,LEXINGTON CITY SCHOOLS,24.9,16.7,34089,7,5,0.56030768,0.6982109,0.34821165,0.2753886,0.92887032
3702640,LEXINGTON CITY SCHOOLS,24.9,16.7,34089,8,5,0.54787147,0.57844549,0.60025156,0.64153713,0.94472361
3702680,LINCOLN COUNTY SCHOOLS,5.9,8.3,54681,3,6,0.73388571,0.53158414,0.83508289,0.37953025,0.96880907
3702680,LINCOLN COUNTY SCHOOLS,5.9,8.3,54681,4,6,0.67835593,0.74507672,0.75448686,0.71536452,0.95473683
3702680,LINCOLN COUNTY SCHOOLS,5.9,8.3,54681,5,6,0.79209203,0.62965184,0.93746459,0.51257157,0.96446699
3702680,LINCOLN COUNTY SCHOOLS,5.9,8.3,54681,6,6,0.72596711,0.41829643,0.6815967,0.24434412,0.96615386
3702680,LINCOLN COUNTY SCHOOLS,5.9,8.3,54681,7,6,0.77649426,0.44994348,0.66021973,0.12889111,0.96996999
3702680,LINCOLN COUNTY SCHOOLS,5.9,8.3,54681,8,6,0.51077354,0.41831192,0.47160447,0.00687949,0.96215141
3702760,MACON COUNTY SCHOOLS,1.4,3,47243,3,8,,0.61559308,,0.35871965,0.97784811
3702760,MACON COUNTY SCHOOLS,1.4,3,47243,4,8,,0.97630858,,0.54027325,0.99411762
3702760,MACON COUNTY SCHOOLS,1.4,3,47243,5,8,,0.92400491,,0.4684242,0.98192769
3702760,MACON COUNTY SCHOOLS,1.4,3,47243,6,8,,0.71429825,,0.62509376,0.98039216
3702760,MACON COUNTY SCHOOLS,1.4,3,47243,7,8,,0.78583986,,0.66710067,0.98461539
3702760,MACON COUNTY SCHOOLS,1.4,3,47243,8,8,,1.0258373,,0.71569943,0.99663299
3702880,MARTIN COUNTY SCHOOLS,42.5,3.1,40226,3,1,0.91136593,,0.81267244,,0.95937502
3702880,MARTIN COUNTY SCHOOLS,42.5,3.1,40226,4,1,0.78709227,,0.79933983,,0.97568387
3702880,MARTIN COUNTY SCHOOLS,42.5,3.1,40226,5,1,0.74430215,,0.88965172,,0.99315071
3702880,MARTIN COUNTY SCHOOLS,42.5,3.1,40226,6,1,0.67536783,,1.0421844,,0.9817518
3702880,MARTIN COUNTY SCHOOLS,42.5,3.1,40226,7,1,0.7437855,,0.69066018,,0.9867987
3702880,MARTIN COUNTY SCHOOLS,42.5,3.1,40226,8,1,0.89731199,,0.85364318,,0.98333335
3702940,MCDOWELL COUNTY SCHOOLS,3.5,4.5,46848,3,7,,0.8498795,,0.55203754,0.9685185
3702940,MCDOWELL COUNTY SCHOOLS,3.5,4.5,46848,4,7,,0.57537365,,0.53864205,0.96831685
3702940,MCDOWELL COUNTY SCHOOLS,3.5,4.5,46848,5,7,,0.72943294,,0.59678632,0.98192769
3702940,MCDOWELL COUNTY SCHOOLS,3.5,4.5,46848,6,7,,0.62276816,,0.69628459,0.97938144
3702940,MCDOWELL COUNTY SCHOOLS,3.5,4.5,46848,7,7,,0.37387407,,0.18585455,0.98380566
3702940,MCDOWELL COUNTY SCHOOLS,3.5,4.5,46848,8,7,,0.75580442,,0.32139748,0.98387098
3702970,CHARLOTTE-MECKLENBURG SCHOOLS,28.5,10.1,68544,3,6,1.155463,1.1737192,1.1671216,0.96106899,0.95105082
3702970,CHARLOTTE-MECKLENBURG SCHOOLS,28.5,10.1,68544,4,6,1.1044934,1.1169606,1.1773593,0.99004877,0.95503831
3702970,CHARLOTTE-MECKLENBURG SCHOOLS,28.5,10.1,68544,5,6,1.0998381,1.0346149,1.1709219,0.87114692,0.95622009
3702970,CHARLOTTE-MECKLENBURG SCHOOLS,28.5,10.1,68544,6,6,1.1444899,1.0382675,1.2425426,1.059417,0.96196479
3702970,CHARLOTTE-MECKLENBURG SCHOOLS,28.5,10.1,68544,7,6,1.1458902,1.0468093,1.2042602,0.89775193,0.96828663
3702970,CHARLOTTE-MECKLENBURG SCHOOLS,28.5,10.1,68544,8,6,1.0775054,1.0322269,1.1123774,0.90909648,0.97076625
3703060,MONTGOMERY COUNTY SCHOOLS,19.4,15.2,42983,3,4,0.45647854,0.37287289,0.47626474,0.1118738,0.9775281
3703060,MONTGOMERY COUNTY SCHOOLS,19.4,15.2,42983,4,4,0.67243272,0.5735026,0.60634512,0.21755013,0.97159094
3703060,MONTGOMERY COUNTY SCHOOLS,19.4,15.2,42983,5,4,0.76183498,0.5120005,0.68830585,0.22094922,0.96341461
3703060,MONTGOMERY COUNTY SCHOOLS,19.4,15.2,42983,6,4,1.028082,0.71509397,0.97803277,0.25291285,0.98644066
3703060,MONTGOMERY COUNTY SCHOOLS,19.4,15.2,42983,7,4,0.62532526,0.39126858,0.62812817,0.28769878,0.97305387
3703060,MONTGOMERY COUNTY SCHOOLS,19.4,15.2,42983,8,4,1.2443936,0.97989565,1.3594245,0.65504646,0.9825784
3703090,MOORE COUNTY SCHOOLS,14.7,5.6,59123,3,4,0.83092541,1.0040052,0.93754762,0.76310909,0.95901638
3703090,MOORE COUNTY SCHOOLS,14.7,5.6,59123,4,4,0.81718695,0.64982772,0.89461553,0.42372793,0.96157843
3703090,MOORE COUNTY SCHOOLS,14.7,5.6,59123,5,4,0.85686028,0.71070558,0.86481291,0.45999724,0.9749248
3703090,MOORE COUNTY SCHOOLS,14.7,5.6,59123,6,4,0.93192279,0.90154254,1.1592175,0.83536327,0.95824635
3703090,MOORE COUNTY SCHOOLS,14.7,5.6,59123,7,4,1.0730022,0.82042599,1.0480413,0.49868169,0.97061801
3703090,MOORE COUNTY SCHOOLS,14.7,5.6,59123,8,4,1.0680563,0.65251863,0.92191792,0.2680839,0.9710744
3703120,MOORESVILLE CITY SCHOOLS,13.2,5.7,57569,3,6,1.1273972,,1.0919932,,0.98067635
3703120,MOORESVILLE CITY SCHOOLS,13.2,5.7,57569,4,6,1.2307025,,1.387269,,0.96962619
3703120,MOORESVILLE CITY SCHOOLS,13.2,5.7,57569,5,6,0.99200058,0.90632021,0.82416624,0.62505192,0.94634145
3703120,MOORESVILLE CITY SCHOOLS,13.2,5.7,57569,6,6,0.75826192,0.49983791,0.84995055,0.47238913,0.96626508
3703120,MOORESVILLE CITY SCHOOLS,13.2,5.7,57569,7,6,0.91777378,0.85646433,0.99434894,0.72740114,0.98118281
3703120,MOORESVILLE CITY SCHOOLS,13.2,5.7,57569,8,6,1.2282745,,1.0134028,,0.96103895
3703210,MOUNT AIRY CITY SCHOOLS,7,6.3,44525,6,5,,0.55020058,,0.82181686,0.94413406
3703210,MOUNT AIRY CITY SCHOOLS,7,6.3,44525,8,5,1.5423086,,0.96264714,,0.9818182
3703270,NASH-ROCKY MOUNT SCHOOLS,42.4,4.1,47953,3,3,0.83524537,0.66248894,0.95402104,0.41466224,0.97345769
3703270,NASH-ROCKY MOUNT SCHOOLS,42.4,4.1,47953,4,3,0.90569699,0.65439063,0.89418173,0.55095977,0.97289586
3703270,NASH-ROCKY MOUNT SCHOOLS,42.4,4.1,47953,5,3,0.88498765,0.72048193,0.94783008,0.40424913,0.97500002
3703270,NASH-ROCKY MOUNT SCHOOLS,42.4,4.1,47953,6,3,0.93448853,0.64738607,0.9658078,0.33562019,0.97702801
3703270,NASH-ROCKY MOUNT SCHOOLS,42.4,4.1,47953,7,3,0.84430242,0.6597718,0.84821713,0.42228672,0.98177993
3703270,NASH-ROCKY MOUNT SCHOOLS,42.4,4.1,47953,8,3,0.84691775,0.83378792,0.80604446,0.60545594,0.97913671
3703310,CRAVEN COUNTY SCHOOLS,23.2,3.8,54442,3,2,0.87087095,0.56585383,0.84382743,0.51382208,0.94664371
3703310,CRAVEN COUNTY SCHOOLS,23.2,3.8,54442,4,2,0.83410239,0.48290834,0.8312667,0.48178253,0.95721924
3703310,CRAVEN COUNTY SCHOOLS,23.2,3.8,54442,5,2,0.81885368,0.45300567,0.81277919,0.49520218,0.94990891
3703310,CRAVEN COUNTY SCHOOLS,23.2,3.8,54442,6,2,0.84770221,0.66374612,0.77960169,0.67705625,0.95920396
3703310,CRAVEN COUNTY SCHOOLS,23.2,3.8,54442,7,2,0.88329601,0.51328403,0.75149745,0.35494548,0.96716416
3703310,CRAVEN COUNTY SCHOOLS,23.2,3.8,54442,8,2,0.77978462,0.6518693,0.75315523,0.55465692,0.97023809
3703330,NEW HANOVER COUNTY SCHOOLS,15.5,3.3,62827,3,2,1.1809179,1.0692787,1.145061,0.75889611,0.94790083
3703330,NEW HANOVER COUNTY SCHOOLS,15.5,3.3,62827,4,2,1.1599944,0.86842138,1.1819029,0.61530125,0.95256698
3703330,NEW HANOVER COUNTY SCHOOLS,15.5,3.3,62827,5,2,1.1327995,0.71097928,1.1078845,0.60314369,0.9441309
3703330,NEW HANOVER COUNTY SCHOOLS,15.5,3.3,62827,6,2,1.0231917,0.75135082,1.050794,0.73518467,0.95016986
3703330,NEW HANOVER COUNTY SCHOOLS,15.5,3.3,62827,7,2,1.0648564,0.56950647,0.96997941,0.3918933,0.96204031
3703330,NEW HANOVER COUNTY SCHOOLS,15.5,3.3,62827,8,2,1.1689626,0.90684086,0.97516966,0.68324536,0.9520697
3703360,NEWTON CONOVER CITY SCHOOLS,9.5,12,47934,3,7,0.71815968,0.51757056,0.79865551,0.27725056,0.93162394
3703360,NEWTON CONOVER CITY SCHOOLS,9.5,12,47934,4,7,0.53617871,0.57381988,0.51190186,0.075786412,0.91370559
3703360,NEWTON CONOVER CITY SCHOOLS,9.5,12,47934,5,7,0.55521709,0.6130954,0.75502801,0.2309944,0.92760181
3703360,NEWTON CONOVER CITY SCHOOLS,9.5,12,47934,6,7,0.65427631,1.136416,0.58189058,1.1721363,0.902439
3703360,NEWTON CONOVER CITY SCHOOLS,9.5,12,47934,7,7,0.43695831,0.1827669,0.43547967,0.11296511,0.95431471
3703360,NEWTON CONOVER CITY SCHOOLS,9.5,12,47934,8,7,0.52946413,0.78476757,0.4982076,,0.95408165
3703420,NORTHAMPTON COUNTY SCHOOLS,57.6,1.1,38473,3,1,0.64785039,,0.53758031,,0.97890294
3703420,NORTHAMPTON COUNTY SCHOOLS,57.6,1.1,38473,4,1,0.90258622,,0.41288841,,0.96276593
3703420,NORTHAMPTON COUNTY SCHOOLS,57.6,1.1,38473,5,1,0.67050463,,0.73936337,,0.98884761
3703420,NORTHAMPTON COUNTY SCHOOLS,57.6,1.1,38473,6,1,0.49766022,,0.59856927,,0.98581558
3703420,NORTHAMPTON COUNTY SCHOOLS,57.6,1.1,38473,7,1,0.67218959,,0.53509718,,0.99625468
3703420,NORTHAMPTON COUNTY SCHOOLS,57.6,1.1,38473,8,1,0.71592879,,0.55238831,,0.99598396
3703450,ONSLOW COUNTY SCHOOLS,18,5.9,47752,3,2,0.46330866,0.15227591,0.53478068,0.12245984,0.89283788
3703450,ONSLOW COUNTY SCHOOLS,18,5.9,47752,4,2,0.58606142,0.27666697,0.71515226,0.26009181,0.8938731
3703450,ONSLOW COUNTY SCHOOLS,18,5.9,47752,5,2,0.56529886,0.38439098,0.53966773,0.092516743,0.89942199
3703450,ONSLOW COUNTY SCHOOLS,18,5.9,47752,6,2,0.58052021,0.33394837,0.52775884,0.1717701,0.89589357
3703450,ONSLOW COUNTY SCHOOLS,18,5.9,47752,7,2,0.43483499,0.25330913,0.53766781,0.17401387,0.90643984
3703450,ONSLOW COUNTY SCHOOLS,18,5.9,47752,8,2,0.56783825,0.47518915,0.54460216,0.16288593,0.90665108
3703480,ORANGE COUNTY SCHOOLS,16.3,6.8,63498,3,3,0.73297846,0.77167642,0.96995521,0.58503044,0.9528302
3703480,ORANGE COUNTY SCHOOLS,16.3,6.8,63498,4,3,0.98884809,0.86591923,1.1234219,0.83951831,0.97715288
3703480,ORANGE COUNTY SCHOOLS,16.3,6.8,63498,5,3,1.0922917,1.1548291,0.98710573,0.94356847,0.97020483
3703480,ORANGE COUNTY SCHOOLS,16.3,6.8,63498,6,3,0.90672135,1.0516622,0.99891967,0.95677751,0.96474952
3703480,ORANGE COUNTY SCHOOLS,16.3,6.8,63498,7,3,0.94790673,0.97758859,0.83705223,0.6812917,0.95970696
3703480,ORANGE COUNTY SCHOOLS,16.3,6.8,63498,8,3,0.88290292,0.75539058,0.73398703,0.41951177,0.96396399
3703510,PAMLICO COUNTY SCHOOLS,22.6,1.4,44516,3,2,0.47559693,,0.87160474,,0.95575219
3703510,PAMLICO COUNTY SCHOOLS,22.6,1.4,44516,4,2,0.814596,,0.48655131,,0.96268654
3703510,PAMLICO COUNTY SCHOOLS,22.6,1.4,44516,5,2,0.54721737,,0.32917204,,0.97058821
3703510,PAMLICO COUNTY SCHOOLS,22.6,1.4,44516,6,2,0.54984415,,0.70260805,,0.971223
3703510,PAMLICO COUNTY SCHOOLS,22.6,1.4,44516,7,2,0.73187727,,0.28930771,,0.98461539
3703510,PAMLICO COUNTY SCHOOLS,22.6,1.4,44516,8,2,,,0.19060043,,0.97826087
3703540,PASQUOTANK COUNTY SCHOOLS,38.3,2.3,53837,3,1,0.8568027,,0.6703769,,0.96728015
3703540,PASQUOTANK COUNTY SCHOOLS,38.3,2.3,53837,4,1,0.75627774,,0.81996512,,0.95876288
3703540,PASQUOTANK COUNTY SCHOOLS,38.3,2.3,53837,5,1,0.77017492,,0.70922148,,0.96112311
3703540,PASQUOTANK COUNTY SCHOOLS,38.3,2.3,53837,6,1,0.68742859,,0.64924341,,0.95477384
3703540,PASQUOTANK COUNTY SCHOOLS,38.3,2.3,53837,7,1,0.82218051,,0.62030172,,0.97270471
3703540,PASQUOTANK COUNTY SCHOOLS,38.3,2.3,53837,8,1,0.7218222,,0.65597707,,0.96860987
3703570,PENDER COUNTY SCHOOLS,19.4,5.3,51541,3,2,0.76444584,0.95839018,0.77109975,0.13326207,0.97557002
3703570,PENDER COUNTY SCHOOLS,19.4,5.3,51541,4,2,0.85877758,0.65240186,0.94421536,0.35466883,0.98769772
3703570,PENDER COUNTY SCHOOLS,19.4,5.3,51541,5,2,0.76623023,0.78373086,0.75059134,0.61024237,0.969697
3703570,PENDER COUNTY SCHOOLS,19.4,5.3,51541,6,2,0.59837431,0.56997031,0.67051452,0.21237975,0.97702909
3703570,PENDER COUNTY SCHOOLS,19.4,5.3,51541,7,2,0.52286404,0.60672992,0.46990979,-0.044974089,0.9718045
3703570,PENDER COUNTY SCHOOLS,19.4,5.3,51541,8,2,0.76285422,0.83057982,0.53904116,0.52728611,0.96241832
3703600,PERQUIMANS COUNTY SCHOOLS,26.7,1,46214,3,1,0.72024375,,0.7250616,,0.97202796
3703600,PERQUIMANS COUNTY SCHOOLS,26.7,1,46214,4,1,0.65401036,,0.74296504,,1
3703600,PERQUIMANS COUNTY SCHOOLS,26.7,1,46214,5,1,0.53164202,,0.24803674,,0.98639458
3703600,PERQUIMANS COUNTY SCHOOLS,26.7,1,46214,6,1,0.29790434,,0.4266693,,0.95454544
3703600,PERQUIMANS COUNTY SCHOOLS,26.7,1,46214,7,1,0.63953668,,0.33505845,,0.99199998
3703600,PERQUIMANS COUNTY SCHOOLS,26.7,1,46214,8,1,0.17419897,,0.22826615,,0.99259257
3703630,PERSON COUNTY SCHOOLS,27.3,2.9,53920,3,3,0.80594313,0.77885169,0.89548367,0.38546586,0.96881962
3703630,PERSON COUNTY SCHOOLS,27.3,2.9,53920,4,3,0.69567323,0.62231165,0.61619896,0.17919724,0.95444191
3703630,PERSON COUNTY SCHOOLS,27.3,2.9,53920,5,3,0.63528258,0.33181584,0.83346069,0.4408744,0.95787138
3703630,PERSON COUNTY SCHOOLS,27.3,2.9,53920,6,3,0.87006438,0.73540056,0.75189739,0.63294977,0.97235024
3703630,PERSON COUNTY SCHOOLS,27.3,2.9,53920,7,3,0.49204099,0.2758137,0.68669039,0.43434426,0.95851529
3703630,PERSON COUNTY SCHOOLS,27.3,2.9,53920,8,3,0.82073748,0.97114164,0.66507852,0.45879987,0.97330594
3703780,RANDOLPH COUNTY SCHOOLS,4.6,7,49607,3,5,0.37384787,0.7356208,0.5114041,0.36043018,0.96010464
